File name, Expose DP comm, Expose DP_EP comm, Expose TP comm, Expose_EP_comm, Expose_PP_comm, bubble time, total comp, total exposed comm, Total time
m4, 0 (0.00%), 0 (0.00%), 93489 (98.82%), 0 (0.00%), 0 (0.00%), 0 (0.00%), 1112 (1.18%), 93489 (98.82%), 94601
layer_name,m4,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
embedding_layer,m4,556.000000,0.001000,0.001000,13297.977000,0.000000,0.000000,13297.977000,1.174991,2.276545,0.000000,-nan,0.000000,0.000000,-nan,0.000000,94600.529000
embedding_layer,m4,556.000000,0.001000,0.001000,80190.542000,0.000000,0.000000,80190.542000,3.117575,6.040301,0.000000,-nan,0.000000,0.000000,-nan,0.000000,94600.529000
SUM,m4,1112.000000,0.002000,0.002000,93488.519000,0.000000,0.000000,93488.519000,NONE,NONE,0.000000,NONE,NONE,0.000000,NONE,NONE
total exposed comm,93488.525000,total comp,1112.004000,total time,94600.529000
