File name, Expose DP comm, Expose DP_EP comm, Expose TP comm, Expose_EP_comm, Expose_PP_comm, bubble time, total comp, total exposed comm, Total time
test1, 0 (0.00%), 0 (0.00%), 20093 (94.76%), 0 (0.00%), 0 (0.00%), 0 (0.00%), 1112 (5.24%), 20093 (94.76%), 21205
layer_name,test1,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
embedding_layer,test1,556.000000,0.001000,0.001000,1358.159000,0.000000,0.000000,1358.159000,11.504544,21.571020,0.000000,-nan,0.000000,0.000000,-nan,0.000000,21205.166000
embedding_layer,test1,556.000000,0.001000,0.001000,18734.997000,0.000000,0.000000,18734.997000,13.344010,25.020020,0.000000,-nan,0.000000,0.000000,-nan,0.000000,21205.166000
SUM,test1,1112.000000,0.002000,0.002000,20093.156000,0.000000,0.000000,20093.156000,NONE,NONE,0.000000,NONE,NONE,0.000000,NONE,NONE
total exposed comm,20093.162000,total comp,1112.004000,total time,21205.166000
