File name, Expose DP comm, Expose DP_EP comm, Expose TP comm, Expose_EP_comm, Expose_PP_comm, bubble time, total comp, total exposed comm, Total time
m4, 0 (0.00%), 0 (0.00%), 55120 (98.02%), 0 (0.00%), 0 (0.00%), 0 (0.00%), 1112 (1.98%), 55120 (98.02%), 56232
layer_name,m4,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
embedding_layer,m4,556.000000,0.001000,0.001000,2488.908000,0.000000,0.000000,2488.908000,6.277853,11.770975,0.000000,-nan,0.000000,0.000000,-nan,0.000000,56232.292000
embedding_layer,m4,556.000000,0.001000,0.001000,52631.374000,0.000000,0.000000,52631.374000,4.750019,8.906285,0.000000,-nan,0.000000,0.000000,-nan,0.000000,56232.292000
SUM,m4,1112.000000,0.002000,0.002000,55120.282000,0.000000,0.000000,55120.282000,NONE,NONE,0.000000,NONE,NONE,0.000000,NONE,NONE
total exposed comm,55120.288000,total comp,1112.004000,total time,56232.292000
