File name, Expose DP comm, Expose DP_EP comm, Expose TP comm, Expose_EP_comm, Expose_PP_comm, bubble time, total comp, total exposed comm, Total time
m4, 0 (0.00%), 0 (0.00%), 26018 (95.90%), 0 (0.00%), 0 (0.00%), 0 (0.00%), 1112 (4.10%), 26018 (95.90%), 27130
layer_name,m4,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
embedding_layer,m4,556.000000,0.001000,0.001000,740.661000,0.000000,0.000000,740.661000,21.096022,39.555042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,27129.548000
embedding_layer,m4,556.000000,0.001000,0.001000,25276.877000,0.000000,0.000000,25276.877000,9.890462,18.544617,0.000000,-nan,0.000000,0.000000,-nan,0.000000,27129.548000
SUM,m4,1112.000000,0.002000,0.002000,26017.538000,0.000000,0.000000,26017.538000,NONE,NONE,0.000000,NONE,NONE,0.000000,NONE,NONE
total exposed comm,26017.544000,total comp,1112.004000,total time,27129.548000
